2020/08/31 |,Argentina,Buenos Aires (CABA) is the city with the highest number of COVID-19 deaths per million inhabitants in the world
2020/08/31 |,Argentina," The Argentinian Secretary of Access to Health, Carla Vizzotti, suggested people should avoid “speaking loudly, singing or laughing”"
2020/08/28 |,Argentina,A publication that mentions statements made by Raúl Rizzo (an Argentine actor) about Solange Musse’s death
2020/08/28 |,Argentina," A post that claims asymptomatic patients are immune and, therefore, do not infect others with COVID-19"
2020/08/28 |,Argentina,The new coronavirus dies in seawater
2020/08/27 |,Argentina," Shopping Unicenter (Argentina) is in crisis, as stated in a viral video"
2020/08/27 |,Argentina,A post from the Russian virology center that advises consuming more alkaline foods to combat the coronavirus.
2020/08/27 |,Argentina,A chain message claims that cleaning employees and garbage collectors are asking that COVID-19 patients label their household waste with a red ribbon and spray it with disinfectant.
2020/08/21 |,Argentina,A post that ensures that chlorine dioxide is used for “blood disinfection” and that since 1994 “it is mandatory in every bag of blood in the world”
2020/08/19 |,Argentina,A video that shows combis and buses of people who ate a barbecue in Quinta de Olivos (the residence of the Argentine president)
2020/08/18 |,Argentina,Viral images of doctors crying because of coronavirus cases in Argentina
2020/08/18 |,Argentina,The image of a decree that prohibits the sale and consumption of yerba mate due to the new coronavirus
2020/08/17 |,Argentina," Moroni (Minister of Labor in Argentina): “In the United States, for example, [employment] contracted by 14%; in Australia almost 5, we are at 2.6 or 2.7. That is, a very low drop “"
2020/08/17 |,Argentina,A video shows the fireworks on Mount Fuji that what would have been part of the opening of the 2020 Olympic Games canceled by the pandemic.
2020/08/14 |,Argentina," A video shows a hospital guard who collapsed in a hospital in José C. Paz, Argentina"
2020/08/14 |,Argentina,PCR tests cause “damage to the blood-brain barrier”
2020/08/13 |,Argentina,Alberto Fernández (President of Argentina): “In the City [PAMI patients with COVID-19] have no more place”
2020/08/13 |,Argentina,The creator of the PCR said that these tests do not detect the new coronavirus.
2020/08/11 |,Argentina,There is an ongoing negotiation with Russia to distribute the vaccine developed in that country in Argentina
2020/08/11 |,Argentina," The coronavirus is cured with nebulizations, home remedies and paracetamol"
2020/08/10 |,Argentina,A chain lists recommendations to prevent and treat coronavirus.
2020/08/10 |,Argentina," Kary Mullis, Nobel Prize in Chemistry and inventor of the PCR tests said the tests do not work"
2020/08/07 |,Argentina,There is evidence that chlorine dioxide cures COVID-19
2020/08/06 |,Argentina," Axel Kicillof (Governor of the Province of Buenos Aires, Argentina): “Right now [there is] a strict quarantine in Barcelona”"
2020/07/31 |,Argentina,A post that claims that cigarette smoke transmits the coronavirus
2020/07/31 |,Argentina,A publication that claims that the Argentine government “wants to use” the military to test the coronavirus vaccine
2020/07/31 |,Argentina," Tasuku Honjo, Nobel Prize in Medicine, said that the coronavirus “is not natural”"
2020/07/31 |,Argentina,A publication that claims that a doctor from the Muñiz hospital named “Marcos Vargas” died from treating patients with coronavirus
2020/07/31 |,Argentina,The vaccine against the new coronavirus has existed since 2001
2020/07/31 |,Argentina,63 intensive care beds were occupied by infected protesters
2020/07/31 |,Argentina," Axel Kicillof (Governor of the Province of Buenos Aires, Argentina): “The North American economy suffered a drop in its GDP of 33%. It is the biggest drop in the last 70 years ”"
2020/07/31 |,Argentina,An image published by the Argentine journalist Viviana Canosa of two people not respecting social distancing at the Casa Rosada
2020/07/28 |,Argentina,A message that ensures that the Argentine infectologist Pedro Cahn did not present “a work or was recognized”
2020/07/27 |,Argentina,A post from the Russian Virology Center that recommends an alkaline diet to fight coronavirus.
2020/07/25 |,Argentina," Publications that state that “the new vaccine contains digitizable ‘RNA’”, an alleged “replicant that is activated by 5G” and that is why “the virus can be reactivated after the patient recovers”"
2020/07/24 |,Argentina," The Governor of Jujuy (Argentina), Gerardo Morales: “In the Metropolitan Area [of Buenos Aires] 20% of those infected are health personnel”"
2020/07/24 |,Argentina," A viral video where an interview from the Tierra Pura portal is disseminated to the doctor Mariana Colombres Garmendia, who denounces the overregistration of the numbers of people infected and killed by the COVID-19 disease in Argentina, and says that the Buenos Aires government pays the doctors or institutions for doing so for the alleged purpose of extending the quarantine"
2020/07/22 |,Argentina,A post that has a list of recommendations to prevent and treat the new coronavirus.
2020/07/21 |,Argentina," An audio that denounces the falsification of death certificates at the Hospital de Clínicas (CABA, Argentina) to increase deaths from coronavirus."
2020/07/21 |,Argentina," A chain indicating that a newborn named Martín Sosa is admitted to the Children’s Hospital (CABA, Argentina)."
2020/07/18 |,Argentina," A publication that claims that in 1918 the American city of Philadelphia “prematurely ended its quarantine of the Spanish flu and launched a demonstration against the measures of staying at home”, which led to a peak of infections, hospitalizations and deaths."
2020/07/18 |,Argentina," Alberto Fernández, president of Argentina: “When the health system is saturated, mortality doubles or triples. This is what happened, for example, in the Basque Country”."
2020/07/17 |,Argentina,An image that compares the main causes of death in the world in 2017 with those caused by COVID-19 this year.
2020/07/15 |,Argentina," An image that claims that asymptomatic carriers of the novel coronavirus are immune, do not spread the coronavirus and communicate “antibodies” to other people."
2020/07/15 |,Argentina,Ghana’s president said the coronavirus was created in a laboratory.
2020/07/13 |,Argentina,The WHO claimed that “maybe there was no need for a lockdown”.
2020/07/10 |,Argentina,A video of an air show in Italy that was made to raise the spirits of the population due to the quarantine.
2020/07/09 |,Argentina," The director of the Hospital de Clínicas (CABA, Argentina) forged death certificates to increase deaths from coronavirus."
2020/07/06 |,Argentina,A post is circulating on Facebook of a supposed page of the argentine bank “Banco Provincia” that requests access to a link to re-enter personal data for alleged problems in home banking linked to the COVID-19 crisis.
2020/07/02 |,Argentina," A graphic that the Argentine president, Alberto Fernández, showed about the fall in GDP and the deaths by country."
2020/06/30 |,Argentina," A publication that says that the Governor of Jujuy (Argentina), Gerardo Morales, assured: “We are going to bring patients from other provinces”"
2020/06/29 |,Argentina,The use of masks causes us to inhale the carbon dioxide we breathe and to “poison the lungs”.
2020/06/28 |,Argentina,The Argentine Electoral Chamber announced that the legislative elections of 2021 will be eliminated.
2020/06/25 |,Argentina,Alkaline diets will help fight coronavirus.
2020/06/25 |,Argentina," A video that compares the progress of hospitals in La Matanza (Buenos Aires, Argentina)."
2020/06/23 |,Argentina," A video with theories about the coronavirus during an anti-quarantine march in the Obelisk (Buenos Aires, Argentina)."
2020/06/23 |,Argentina," A video of the doctor linked to the anti-vaccine movement, Chinda Brandolino, on the origin of COVID-19."
2020/06/22 |,Argentina," A video showing a protest by doctors from La Rioja against Alberto Fernández, president of Argentina."
2020/06/22 |,Argentina," Bill Gates-funded vaccine got 1,200 girls sick in India."
2020/06/21 |,Argentina," Video shows Elisa Carrió, former deputy of the Nation for the Autonomous City of Buenos Aires, calling for a march for freedom."
2020/06/20 |,Argentina," Alberto Fernández (President of Argentina), on the increase in cases in Buenos Aires: “They wanted to go running, go running. This is the consequence.”"
2020/06/19 |,Argentina," A viral image of a doctor who died from treating patients with coronavirus at the Llano de Corrientes Hospital, Argentina."
2020/06/19 |,Argentina,WHO warned of a new Nipah virus outbreak.
2020/06/18 |,Argentina,Patricia Bullrich (former Minister of Security in Argentina): “Only 25% of Argentinian companies have come to have some help from the State”.
2020/06/18 |,Argentina,The Argentinian company La Campagnola closed due to quarantine measures.
2020/06/17 |,Argentina,Infrared thermometers can cause damage to the retina.
2020/06/16 |,Argentina,Bill & Melinda Gates Foundation building says “Center for Global Human Population Reduction” on its front.
2020/06/15 |,Argentina,Argentine President Alberto Fernández said that he respects distancing from people and that “all” his selfies are “one and a half meters away”.
2020/06/10 |,Argentina," An image of a man that measures the fever with his hand in Quilmes, Argentina."
2020/06/10 |,Argentina," An audio that claims that a group of criminals disguised as doctors robbed 3 houses in Flores, Argentina."
2020/06/08 |,Argentina,The vaccine against the new coronavirus has existed since 2001.
2020/06/08 |,Argentina,An image of the Argentinian President Alberto Fernández with officials during the pandemic without masks and without respecting social distancing.
2020/06/05 |,Argentina,A chain on plasma donation of recovered COVID-19: any person who has recovered can donate plasma to 9 people.
2020/05/31 |,Argentina,Lionel Messi said “there was a planetary coup d’etat” with the coronavirus pandemic.
2020/05/30 |,Argentina,Facebook posts shared thousands of times accuse authorities of lining the streets with empty body bags in a bid to fool people about the “fake” novel coronavirus pandemic.
2020/05/28 |,Argentina," An image of the Argentinian president, Alberto Fernández, with the governor of Tucuman (Argentina), Juan Manzur, that was taken during the quarantine."
2020/05/28 |,Argentina," Italian doctors discovered that COVID-19 causes thrombosis instead of pneumonia by doing autopsies on the dead, which is prohibited by the WHO."
2020/05/28 |,Argentina,Clarín anticipated the pandemic of the virus that caused COVID-19 in 2003.
2020/05/27 |,Argentina,C5N released foreign images of the coronavirus as if they were local
2020/05/25 |,Argentina," Images of a protest in Villa Azul, Argentina, against the quarantine."
2020/05/24 |,Argentina," Axel Kicillof (Governor of the Province of Buenos Aires): 80 days after the first case, Argentina has 10,000 cases; Chile, 60 thousands and Brazil, 200 thousands."
2020/05/22 |,Argentina,A post of Cronica with statements by the President of Sweden on the Argentinian Government.
2020/05/21 |,Argentina,A post about the doctor Marcos Vargas of the Santojanni Hospital died from treating patients with coronavirus.
2020/05/17 |,Argentina,A post that shows the level of radioactivity of 5G antennas in Argentina.
2020/05/17 |,Argentina,Argentinian doctor Mühlberger has the cure against COVID-19
2020/05/14 |,Argentina," The President of Argentina, Alberto Fernández, published a book stating that he has “the need for a poorer and more primitive, but more egalitarian society”."
2020/05/14 |,Argentina," The Head of Government of the City of Buenos Aires, Horacio Rodríguez Larreta said: “With Macri half a country was going to die, this government knows how to do things well”."
2020/05/13 |,Argentina," A video of the new director of ANSES, in Argentina, criticizing those who do not comply with the quarantine"
2020/05/13 |,Argentina," González García, Argentina’s health minister, on the WHO clinical trial: “[We were chosen] for our characteristics and for how we have been working within the epidemic”."
2020/05/12 |,Argentina,Consuming chlorine dioxide cures the coronavirus.
2020/05/12 |,Argentina,A doctor named “Marcos Vargas” died at the Muñíz Hospital in Argentina for treating patients with COVID-19.
2020/05/11 |,Argentina,Singing and clapping on the balconies creates a risk of COVID-19 infection.
2020/05/11 |,Argentina,The new coronavirus was created in a Chinese laboratory and Bill Gates financed its origin.
2020/05/11 |,Argentina," An alleged audio of a Argentinian prisoner who claims that 1,900 inmates will be released from the Devoto prison as of Monday."
2020/05/10 |,Argentina,Vitamin D helps against the coronavirus.
2020/05/08 |,Argentina,An image showing a COVID-19 vaccine created in 2001.
2020/05/06 |,Argentina,A photo of Alberto Fernández with businessmen during the quarantine without respecting social distance.
2020/05/06 |,Argentina," The video of an Argentine social leader, Milagro Sala, dancing with a group of people during the quarantine."
2020/05/02 |,Argentina," A publication on the purchase of respirators by the Province of Buenos Aires. According to the publication, the Buenos Aires government would buy respirators from China for 10 million dollars,"
2020/05/01 |,Argentina,A post that compares Argentina with other countries on the number of prisoners released during the pandemic.
2020/04/30 |,Argentina," Screenshot showing that Rodríguez Larreta, head of government of the City of Buenos Aires, published a tweet against the “Hospital de Clínicas”."
2020/04/30 |,Argentina," In Argentina, an unemployed mother with 5 children received $ 41,015 in social plans in April."
2020/04/28 |,Argentina," Alberto Fernández, president of Argentina, proposed the creation of an aid for those with house arrest."
2020/04/27 |,Argentina," A video about the coronavirus circulates in WhatsApp that, when opened, hacks the cell phone “in 10 seconds”."
2020/04/27 |,Argentina,Nostradamus predicted the coronavirus.
2020/04/27 |,Argentina," Alberto Fernández, president of Argentina: “We are the country with the least deaths in the world”."
2020/04/24 |,Argentina," Alberto Fernández, president of Argentina: “Of the total deaths, 85% are people over 65 years”."
2020/04/24 |,Argentina," A sentence is circulating in Spanish, with the claim that it is from the novel The plague by Albert Camus."
2020/04/23 |,Argentina,A tweet from the Argentine writer Beatriz Sarlo against the head of government of the City of Buenos Aires
2020/04/23 |,Argentina,The superintendency of insurance approved a 30% discount on car insurances in Argentina.
2020/04/22 |,Argentina,Argentina is the country with the most infected health personnel.
2020/04/22 |,Argentina,A video claiming that the $ 100 bills are being printed without a number in Argentina.
2020/04/21 |,Argentina,There is evidence to claim that the new coronavirus has been created in the United States.
2020/04/21 |,Argentina,Coronavirus is treated only with thrombosis treatments.
2020/04/16 |,Argentina,The 40% of the Italian Hospital staff is infected with coronavirus
2020/04/16 |,Argentina,The scientists who discovered the coronavirus genome were fired of the Argentinian Institute Malbrán during the presidency of Mauricio Macri.
